Runs 	Weibull Discovery Time 	Discovery Time 	Fraction Discovery 	Information Time 	Fraction Information
   1 	                5878.0 	        6636.0 	             0.994 	          1534.0 	                 1.0
   2 	                7228.0 	        8092.0 	             0.982 	          1896.0 	                 1.0
   3 	                6444.0 	        7257.0 	             0.996 	          1624.0 	                 1.0
   4 	                7546.0 	        8647.0 	             0.986 	          1770.0 	                 1.0
   5 	                5643.0 	        5643.0 	             1.0   	          1443.0 	                 1.0
   6 	                6848.0 	        7160.0 	             0.988 	          1694.0 	                 1.0
   7 	                6990.0 	        8033.0 	             0.988 	          1855.0 	                 1.0
   8 	                6001.0 	        6314.0 	             0.996 	          1738.0 	                 1.0
   9 	                4742.0 	        5067.0 	             0.998 	          1474.0 	                 1.0
  10 	                4975.0 	        5391.0 	             0.99  	          1449.0 	                 1.0
